OTU ID	A1a	A1b	A1c	A2a	A2b	A2c	A3a	A3b	A3c	A4a	A4b	A4c	A5a	A5b	A5c	B1a	B1b	B1c	B2a	B2b	B2c	B3a	B3b	B3c	C1a	C1b	C1c	C2a	C2b	C2c	C3a	C3b	C3c	C4a	C4b	C4c	C5a	C5b	C5c	ck1a	ck1b	ck1c	ck2a	ck2b	ck2c	ck3a	ck3b	ck4a	ck4b	ck4c	ck5a	ck5b	ck5c	D10	D11	D12	D1	D2	D3	D4	D5	D6	D7	D8	D9
OTU208	2	1	2	1	3	3	1	4	5	0	1	2	7	1	5	11	10	7	8	15	6	6	9	15	3	1	2	4	4	3	3	7	4	1	3	2	2	1	2	3	3	4	4	3	4	2	6	1	1	3	2	1	7	1	2	1	1	1	1	3	2	1	1	2	2
OTU130	3	6	6	3	3	3	4	9	4	3	9	5	9	5	4	0	0	1	0	0	0	3	4	3	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	3	6	6	7	6	6	5	5	6	5	5	4	4	5	4	4	5	6	5	7	7	6	5	6	4	5
OTU145	2	2	2	7	10	10	1	1	1	0	0	0	0	0	0	5	8	4	1	0	2	0	0	1	1	2	2	1	1	1	9	5	10	2	3	1	0	0	0	38	26	21	0	0	0	13	4	0	0	0	12	10	9	0	0	0	0	0	0	0	0	0	0	0	0
OTU159	3	5	3	2	3	5	2	5	4	1	3	3	7	4	5	2	2	1	1	3	1	1	3	5	1	1	1	2	3	2	3	3	1	0	1	3	3	0	1	3	5	4	7	7	5	5	5	4	6	8	7	6	12	4	5	3	2	3	4	4	3	4	4	4	4
OTU886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	31	43	27	0	0	1	7	4	5	0	0	0	2	1	1	0	0	0	1	0	1	0	0	0	3	3	2	38	18	3	3	1	0	0	0	2	2	2	3	3	2	1	2	2	1	2	1
OTU223	1	3	2	2	3	2	4	3	4	2	4	4	5	3	3	12	8	9	6	6	6	13	10	12	1	0	1	9	7	11	8	4	5	2	5	6	2	0	1	0	0	1	2	1	2	1	4	0	2	1	1	2	3	1	1	1	2	1	1	2	1	1	1	1	2
OTU181	4	6	6	4	4	5	6	8	7	5	7	8	11	4	7	0	1	0	0	0	0	1	0	3	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	6	1	2	6	6	1	3	0	3	6	4	3	5	6	7	6	5	5	6	7	6	5	7	7	8
OTU186	2	5	7	5	3	3	5	6	4	6	6	7	12	8	10	1	0	1	1	1	0	2	1	2	0	0	1	1	1	2	1	0	0	0	1	1	1	0	0	1	4	4	5	8	7	5	7	3	3	4	4	5	3	3	4	5	4	3	5	5	2	5	5	6	5
OTU106	0	2	2	0	0	0	1	1	0	2	2	2	0	0	0	2	3	3	32	21	18	10	8	7	2	2	3	6	5	4	4	2	8	21	23	16	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	18	7	1	0	0	3	1	1	0	1	1	0	1	1	0	0	0	3	3	1	2	1	1	6	5	1	2	1	2	4	5	3	1	0	49	40	39	0	0	0	0	0	0	0	0	0	0	0	0
OTU134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	29	24	18	16	13	10	11	8	1	2	1	3	4	2	6	4	11	5	6	5	3	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU172	4	8	8	4	4	8	9	11	8	6	17	10	9	6	15	1	1	0	0	1	1	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	4	1	2	2	2	2	1	6	6	3	5	3	5	3	4	5	4	4	4
OTU156	0	1	1	0	0	0	3	2	1	2	2	2	1	1	0	5	3	7	6	4	2	5	5	3	1	1	1	7	8	8	2	3	6	8	9	7	4	6	5	2	2	0	10	5	7	8	3	3	3	3	1	4	2	2	3	2	2	3	3	4	3	2	2	3	2
OTU339	0	0	1	2	1	1	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	1	4	3	21	13	22	10	11	12	4	5	6	3	2	2	4	2	3	7	5	4	9	4	1	0	2	13	18	15	0	0	0	0	0	0	0	0	0	0	0	0
OTU258	1	3	3	2	2	3	2	8	5	3	5	3	8	3	8	2	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	5	3	5	5	4	9	11	3	3	9	4	4	9	6	5	5	6	4	7	8	7	5	4	6	6
OTU141	2	4	3	4	4	6	3	5	2	1	3	3	2	2	1	0	0	0	0	1	1	1	1	2	0	1	0	1	2	1	3	1	1	0	1	1	1	0	0	3	8	4	5	6	5	11	11	11	7	6	10	8	10	4	3	4	2	2	4	4	5	3	4	4	3
OTU651	4	3	3	6	5	6	5	3	6	1	1	2	3	3	2	5	4	5	5	5	6	6	7	7	4	2	3	5	5	5	5	8	5	3	5	7	4	4	4	0	0	1	0	0	1	1	1	0	0	1	1	1	0	1	3	2	2	3	3	1	2	2	4	5	3
OTU250	3	2	3	4	3	2	4	3	3	8	4	6	3	5	2	3	3	3	2	1	1	11	7	5	1	4	2	3	4	6	3	3	4	4	3	3	2	2	3	0	2	3	4	2	1	3	2	0	0	1	2	3	1	4	5	3	5	2	3	3	3	4	4	5	3
OTU138	2	3	4	2	3	5	8	12	4	7	7	8	7	4	6	0	1	1	0	0	1	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	2	8	9	10	12	9	7	7	4	6	6	9	2	1	2	1	2	1	1	2	0	1	2	1
OTU182	1	1	3	2	3	0	5	5	4	1	2	3	1	1	1	4	4	4	1	1	1	3	3	2	2	3	1	10	7	10	6	5	11	2	2	2	4	4	6	3	1	2	1	1	1	25	4	1	2	1	3	1	1	2	2	2	2	2	3	2	2	2	2	4	2
OTU267	11	9	10	4	4	3	5	2	2	2	3	1	1	1	1	0	0	1	0	0	0	0	1	2	1	1	2	2	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	9	13	11	10	10	12	12	11	10	9
OTU124	4	3	3	5	5	6	7	4	5	8	8	9	9	14	7	2	2	1	4	1	1	4	3	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	2	1	0	4	4	5	8	5	5	5	3	3	1	2	1	3	2	3	2	3	2	2	2	2	2	3
OTU3034	0	0	1	1	1	1	0	0	0	0	0	1	0	1	1	6	10	9	5	4	4	9	7	6	2	2	2	3	3	2	7	7	4	23	26	27	9	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	6	7	4	1	1	1	3	4	4	9	9	10	1	1	1	1	1	1	1	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	11	8	8	8	9	13	13	12	11
OTU232	1	1	1	2	1	2	1	2	0	1	2	2	1	1	0	0	0	1	1	1	0	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	8	6	6	5	7	8	4	6	4	15	10	15	4	6	5	4	4	7	8	7	5	5	7	6
OTU157	3	4	4	4	4	6	3	4	9	4	7	7	13	5	10	0	0	1	0	0	0	1	1	3	0	0	0	0	2	1	0	1	1	0	1	0	0	0	0	3	4	5	8	5	8	6	11	3	5	9	4	7	6	1	2	1	2	1	1	2	1	1	1	1	1
OTU3788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	14	17	15	22	20	20	12	17	15	12	16
OTU110	14	21	16	6	4	11	16	14	11	13	11	11	4	4	5	1	2	0	0	0	0	6	6	4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	2	0	1	1	2	1	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU256	0	1	1	3	3	2	3	1	1	9	7	5	5	12	6	4	3	3	4	2	4	2	1	0	1	3	1	3	3	5	2	2	4	4	2	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	6	6	6	8	7	8	6	6	7	5
OTU151	2	7	7	2	2	4	3	10	4	3	5	5	7	3	7	1	1	1	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	5	8	10	4	3	8	6	8	3	9	4	6	8	2	1	2	2	1	1	3	2	2	3	4	3
OTU129	12	7	10	1	2	0	5	6	5	6	4	5	2	1	0	4	5	2	2	1	2	2	1	1	1	1	1	2	3	2	3	2	4	5	4	4	2	3	3	0	0	0	4	3	3	6	2	15	13	6	0	1	1	2	2	1	1	0	1	1	0	2	1	1	1
OTU2209	6	3	5	2	4	3	3	3	2	2	1	3	4	3	5	1	0	0	0	0	1	2	3	4	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	3	1	4	1	3	1	2	2	0	1	1	2	3	9	10	8	8	7	8	5	8	9	10	10	12
OTU1120	2	1	1	6	8	4	4	1	2	2	2	1	2	4	3	2	3	6	1	1	2	0	0	0	6	7	5	1	0	1	1	0	1	1	0	0	2	2	3	18	9	5	5	3	9	8	10	8	6	6	8	4	4	0	0	0	0	0	0	0	0	1	0	0	0
OTU225	3	6	5	3	3	2	3	3	2	3	2	4	2	2	1	1	1	0	0	1	2	0	2	2	3	4	4	4	7	3	6	7	3	4	2	3	4	2	2	2	1	1	1	4	2	2	1	2	2	2	1	4	3	5	4	2	4	2	5	6	6	3	4	5	4
OTU2108	3	5	4	3	3	3	5	7	4	7	3	7	5	6	9	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	6	5	7	6	3	8	7	4	6	7	6	3	3	2	3	3	2	3	5	2	3	4	3
OTU133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	3	4	7	8	2	2	5	3	2	3	7	8	7	7	9	3	9	28	23	21	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU242	2	2	1	1	1	1	4	3	3	6	6	4	5	3	3	0	0	1	2	1	1	0	1	0	1	0	0	2	2	1	1	1	0	1	2	2	0	0	0	0	1	0	1	2	2	1	2	1	0	0	0	1	0	6	9	8	15	10	9	11	9	10	8	9	8
OTU467	3	2	3	4	4	5	3	2	2	3	3	3	3	6	3	1	0	1	1	1	1	1	2	0	1	1	0	3	6	5	1	3	3	1	0	1	2	2	2	6	4	2	4	2	8	4	2	1	0	1	2	2	2	6	4	6	5	4	6	6	4	3	5	4	5
OTU137	0	6	3	0	0	0	1	13	1	0	2	2	0	0	1	32	11	7	8	9	11	19	13	9	1	1	0	1	1	2	3	1	2	5	11	1	3	0	1	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU235	6	4	5	6	8	7	7	6	5	8	6	6	5	10	8	2	1	2	6	3	5	3	2	2	2	0	1	0	3	1	5	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	3	3	4	3	4	3	4	4	4
OTU183	1	3	2	1	2	2	1	2	3	1	0	1	0	2	1	4	3	1	1	0	1	4	5	6	1	1	1	1	1	1	1	1	0	0	2	1	10	7	11	11	16	16	5	8	5	1	3	8	4	7	0	1	1	1	1	1	1	1	1	1	1	0	1	1	2
OTU240	1	3	2	2	3	3	4	2	1	2	2	2	3	3	3	0	1	2	1	1	2	2	4	2	1	1	1	2	1	1	3	1	0	0	0	1	0	1	1	1	0	2	2	1	1	1	2	1	0	0	1	0	1	10	11	8	8	6	10	6	8	9	10	11	8
OTU255	1	5	5	3	2	4	2	5	5	2	5	2	2	3	3	2	3	2	2	3	3	4	5	4	1	1	2	3	3	1	1	2	2	2	3	3	9	3	3	2	2	2	3	4	3	1	1	3	0	2	2	3	4	3	3	2	3	3	2	3	2	3	3	2	5
OTU155	4	10	10	3	4	3	6	8	7	5	9	8	5	3	4	1	2	1	0	1	0	1	4	4	0	0	0	1	1	2	2	1	0	1	1	2	1	0	1	0	2	2	4	2	2	2	2	2	1	3	1	1	3	2	4	3	3	2	3	3	4	3	2	4	4
OTU279	2	2	2	5	4	4	4	3	3	3	3	3	6	8	6	1	1	2	1	1	1	0	1	3	1	1	2	4	2	3	2	2	1	1	2	3	2	2	3	3	2	2	6	4	4	3	4	3	1	1	3	4	1	3	3	2	4	4	4	4	2	2	3	3	3
OTU286	2	5	1	2	2	3	5	3	3	1	1	3	1	2	2	2	2	1	2	1	0	2	3	5	2	1	1	3	4	5	2	3	3	3	8	7	1	1	1	0	1	4	6	4	2	2	3	6	3	1	3	2	3	2	4	3	2	4	3	4	2	3	3	3	5
OTU404	3	4	3	3	3	4	6	6	3	3	6	4	7	6	4	2	1	1	0	0	1	2	2	4	0	1	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	2	1	0	3	1	0	2	1	2	2	7	5	7	8	3	6	6	5	7	9	7	7
OTU169	11	8	8	5	4	4	14	7	8	11	7	7	4	3	3	1	2	1	0	1	0	9	8	7	0	3	0	3	2	2	1	0	0	1	1	1	1	1	0	0	0	0	0	1	1	2	1	1	0	0	0	1	2	1	2	2	2	2	1	1	1	1	1	2	2
OTU275	4	6	6	1	2	2	7	6	8	4	3	2	1	1	1	5	8	4	7	7	11	7	6	7	1	2	0	2	1	2	5	5	8	3	2	2	3	2	2	0	0	0	1	0	1	2	2	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1
OTU769	2	2	3	3	3	4	2	3	3	1	2	3	6	4	3	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	3	1	0	1	1	1	1	1	2	2	0	0	1	3	1	1	0	0	2	2	3	5	7	7	6	10	7	10	9	8	7	8	8	8
OTU123	3	5	3	7	10	12	6	6	7	17	10	13	9	12	14	2	1	1	0	0	1	4	3	1	1	1	0	1	1	2	0	0	0	0	1	2	3	3	2	0	0	0	0	0	1	5	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU224	2	5	5	2	1	4	6	7	5	4	8	7	7	4	9	2	1	1	1	0	1	2	4	3	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	1	2	5	10	9	4	8	6	3	2	4	3	4	5	1	1	0	1	1	1	1	1	1	1	1	1
OTU309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	13	14	16	17	15	11	13	21	14	11	11
OTU210	6	4	5	12	16	23	4	5	4	8	5	7	3	6	2	1	1	0	0	1	0	1	3	3	0	1	0	1	1	0	0	0	0	1	1	1	1	0	0	1	3	1	1	3	4	1	1	2	1	2	0	2	1	2	1	2	1	2	1	2	2	1	3	2	2
OTU142	7	5	4	5	5	9	6	8	4	7	9	7	9	11	7	0	1	1	0	0	0	3	3	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	4	3	5	3	4	3	5	2	1	2	2	2	1	2	2	1	1	2	2	2	1	1	1	1
OTU234	8	5	5	3	6	5	8	7	9	9	12	6	7	6	7	1	1	0	0	0	0	2	1	2	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	3	3	3	2	2	0	1	1	1	1	1	2	3	3	4	3	4	3	3	3	3	3	4
OTU207	1	4	5	4	2	5	6	8	5	5	6	6	8	8	10	1	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	4	3	2	3	5	4	2	2	2	1	2	5	3	5	3	3	4	5	4	3	3	4	4
OTU288	1	4	2	2	2	1	2	3	2	4	3	2	5	2	4	1	0	0	0	0	0	1	1	3	0	0	1	2	1	1	1	0	1	0	1	1	0	0	0	2	2	1	3	2	1	2	4	3	3	2	1	1	3	6	8	8	7	1	8	2	9	8	9	9	9
OTU220	7	3	4	6	3	2	8	6	9	8	8	10	7	8	5	1	0	1	0	0	1	3	2	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	2	0	2	2	2	3	3	0	1	1	1	2	1	3	2	3	3	3	5	4	4	4	3	4	3
OTU304	4	4	3	5	4	6	4	9	6	5	9	10	8	6	5	1	0	1	0	0	1	4	2	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	2	5	4	3	1	4	3	2	6	2	5	3	2	2	2	1	1	2	2	2	2	2	2	2
OTU1682	6	6	5	2	1	2	7	5	8	10	11	7	3	4	2	2	2	1	1	1	2	6	5	5	1	0	0	2	1	1	1	0	1	0	1	1	1	1	0	0	2	2	2	4	2	6	5	3	2	1	1	1	4	1	1	2	1	1	2	1	2	1	1	2	1
OTU167	4	6	6	4	2	4	5	6	5	7	7	5	3	6	4	0	0	1	0	0	0	3	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	2	4	5	3	3	5	4	3	3	2	3	3	2	3	2	6	3	3	2	5	3	3	3	4
OTU178	1	2	3	2	2	2	1	4	3	3	4	4	5	3	6	4	5	3	2	1	2	6	4	4	0	1	1	1	0	1	2	0	1	0	1	2	2	0	0	1	2	4	3	5	2	6	3	4	5	5	1	3	5	1	2	2	2	2	3	3	2	2	2	2	2
OTU447	2	4	4	3	2	5	3	7	5	2	4	4	9	1	6	3	0	1	1	1	1	2	4	3	0	0	2	1	2	1	1	1	0	1	1	1	0	0	0	2	4	5	5	6	2	4	3	1	3	7	3	4	8	0	1	1	1	1	2	1	1	1	2	3	2
OTU418	3	4	5	2	5	5	3	5	6	3	5	5	7	3	7	1	0	1	0	1	0	1	1	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	5	6	6	7	5	2	4	4	4	8	2	4	5	1	2	1	1	1	2	3	1	3	1	2	2
OTU146	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	6	5	4	8	6	8	1	5	7	8	4	9	5	4	4	6	6	2	5	8	6	9	4	4	4	2	1	1	1	0	0	0	0	0	0	3	3	3	0	1	0	1	0	0	0	1	0	1	0	0
OTU457	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	9	7	7	6	5	7	9	7	8	1	1	1	2	4	2	13	11	13	2	3	2	6	5	5	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	2	1	1	1	1	1	1	1	1	2	1
